pokedex_number,name,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classification,defense,experience_growth,height_m,hp,percentage_male,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
131,Lapras,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,85,10240,70,535,45,Transport Pokémon,80,1250000,2.5,130,50,85,95,60,water,ice,220,1,0
132,Ditto,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,48,5120,70,288,35,Transform Pokémon,48,1000000,0.3,48,,48,48,48,normal,,4,1,0
133,Eevee,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,8960,70,325,45,Evolution Pokémon,50,1000000,0.3,55,88.1,45,65,55,normal,,6.5,1,0
134,Vaporeon,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,8960,70,525,45,Bubble Jet Pokémon,60,1000000,1,130,88.1,110,95,65,water,,29,1,0
135,Jolteon,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,8960,70,525,45,Lightning Pokémon,60,1000000,0.8,65,88.1,110,95,130,electric,,24.5,1,0
136,Flareon,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,130,8960,70,525,45,Flame Pokémon,60,1000000,0.9,65,88.1,95,110,65,fire,,25,1,0
137,Porygon,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,395,45,Virtual Pokémon,70,1000000,0.8,65,,85,75,40,normal,,36.5,1,0
138,Omanyte,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,40,7680,70,355,45,Spiral Pokémon,100,1000000,0.4,35,88.1,90,55,35,rock,water,7.5,1,0
139,Omastar,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,60,7680,70,495,45,Spiral Pokémon,125,1000000,1,70,88.1,115,70,55,rock,water,35,1,0
140,Kabuto,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,80,7680,70,355,45,Shellfish Pokémon,90,1000000,0.5,30,88.1,55,45,55,rock,water,11.5,1,0
141,Kabutops,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,115,7680,70,495,45,Shellfish Pokémon,105,1000000,1.3,60,88.1,65,70,80,rock,water,40.5,1,0
142,Aerodactyl,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,135,8960,70,615,45,Fossil Pokémon,85,1250000,1.8,80,88.1,70,95,150,rock,flying,59,1,0
143,Snorlax,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,10240,70,540,25,Sleeping Pokémon,65,1250000,2.1,160,88.1,65,110,30,normal,,460,1,0
144,Articuno,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,85,20480,35,580,3,Freeze Pokémon,100,1250000,1.7,90,,95,125,85,ice,flying,55.4,1,1
145,Zapdos,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,90,20480,35,580,3,Electric Pokémon,85,1250000,1.6,90,,125,90,100,electric,flying,52.6,1,1
146,Moltres,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,100,20480,35,580,3,Flame Pokémon,90,1250000,2,90,,125,85,90,fire,flying,60,1,1
147,Dratini,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,64,10240,35,300,45,Dragon Pokémon,45,1250000,1.8,41,50,50,50,50,dragon,,3.3,1,0
148,Dragonair,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,84,10240,35,420,45,Dragon Pokémon,65,1250000,4,61,50,70,70,70,dragon,,16.5,1,0
149,Dragonite,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,134,10240,35,600,45,Dragon Pokémon,95,1250000,2.2,91,50,100,100,80,dragon,flying,210,1,0
150,Mewtwo,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,150,30720,0,780,3,Genetic Pokémon,70,1250000,2,106,,194,120,140,psychic,,122,1,1
151,Mew,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,30720,100,600,45,New Species Pokémon,100,1059860,0.4,100,,100,100,100,psychic,,4,1,1
152,Chikorita,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,49,5120,70,318,45,Leaf Pokémon,65,1059860,0.9,45,88.1,49,65,45,grass,,6.4,2,0
153,Bayleef,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,62,5120,70,405,45,Leaf Pokémon,80,1059860,1.2,60,88.1,63,80,60,grass,,15.8,2,0
154,Meganium,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,82,5120,70,525,45,Herb Pokémon,100,1059860,1.8,80,88.1,83,100,80,grass,,100.5,2,0
155,Cyndaquil,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,52,5120,70,309,45,Fire Mouse Pokémon,43,1059860,0.5,39,88.1,60,50,65,fire,,7.9,2,0
156,Quilava,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,64,5120,70,405,45,Volcano Pokémon,58,1059860,0.9,58,88.1,80,65,80,fire,,19,2,0
157,Typhlosion,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,84,5120,70,534,45,Volcano Pokémon,78,1059860,1.7,78,88.1,109,85,100,fire,,79.5,2,0
158,Totodile,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,314,45,Big Jaw Pokémon,64,1059860,0.6,50,88.1,44,48,43,water,,9.5,2,0
159,Croconaw,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,5120,70,405,45,Big Jaw Pokémon,80,1059860,1.1,65,88.1,59,63,58,water,,25,2,0
160,Feraligatr,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,530,45,Big Jaw Pokémon,100,1059860,2.3,85,88.1,79,83,78,water,,88.8,2,0
161,Sentret,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,46,3840,70,215,255,Scout Pokémon,34,1000000,0.8,35,50,35,45,20,normal,,6,2,0
162,Furret,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,76,3840,70,415,90,Long Body Pokémon,64,1000000,1.8,85,50,45,55,90,normal,,32.5,2,0
163,Hoothoot,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,30,3840,70,262,255,Owl Pokémon,30,1000000,0.7,60,50,36,56,50,normal,flying,21.2,2,0
164,Noctowl,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,452,90,Owl Pokémon,50,1000000,1.6,100,50,86,96,70,normal,flying,40.8,2,0
165,Ledyba,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,20,3840,70,265,255,Five Star Pokémon,30,800000,1,40,50,40,80,55,bug,flying,10.8,2,0
166,Ledian,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,35,3840,70,390,90,Five Star Pokémon,50,800000,1.4,55,50,55,110,85,bug,flying,35.6,2,0
167,Spinarak,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,60,3840,70,250,255,String Spit Pokémon,40,800000,0.5,40,50,40,40,30,bug,poison,8.5,2,0
168,Ariados,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,90,3840,70,400,90,Long Leg Pokémon,70,800000,1.1,70,50,60,70,40,bug,poison,33.5,2,0
169,Crobat,0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,90,3840,70,535,90,Bat Pokémon,80,1000000,1.8,85,50,70,80,130,poison,flying,75,2,0
170,Chinchou,1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,38,5120,70,330,190,Angler Pokémon,38,1250000,0.5,75,50,56,56,67,water,electric,12,2,0
171,Lanturn,1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,58,5120,70,460,75,Light Pokémon,58,1250000,1.2,125,50,76,76,67,water,electric,22.5,2,0
172,Pichu,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,2560,70,205,190,Tiny Mouse Pokémon,15,1000000,0.3,20,50,35,35,60,electric,,2,2,0
173,Cleffa,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,25,2560,140,218,150,Star Shape Pokémon,28,800000,0.3,50,24.6,45,55,15,fairy,,3,2,0
174,Igglybuff,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,30,2560,70,210,170,Balloon Pokémon,15,800000,0.3,90,24.6,40,20,15,normal,fairy,1,2,0
175,Togepi,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,20,2560,70,245,190,Spike Ball Pokémon,65,800000,0.3,35,88.1,40,65,20,fairy,,1.5,2,0
176,Togetic,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,40,2560,70,405,75,Happiness Pokémon,85,800000,0.6,55,88.1,80,105,40,fairy,flying,3.2,2,0
177,Natu,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,5120,70,320,190,Little Bird Pokémon,45,1000000,0.2,40,50,70,45,70,psychic,flying,2,2,0
178,Xatu,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,75,5120,70,470,75,Mystic Pokémon,70,1000000,1.5,65,50,95,70,95,psychic,flying,15,2,0
179,Mareep,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,280,235,Wool Pokémon,40,1059860,0.6,55,50,65,45,35,electric,,7.8,2,0
180,Flaaffy,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,5120,70,365,120,Wool Pokémon,55,1059860,0.8,70,50,80,60,45,electric,,13.3,2,0
181,Ampharos,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,95,5120,70,610,45,Light Pokémon,105,1059860,1.4,90,50,165,110,45,electric,,61.5,2,0
182,Bellossom,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,80,5120,70,490,45,Flower Pokémon,95,1059860,0.4,75,50,90,100,50,grass,,5.8,2,0
183,Marill,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,20,2560,70,250,190,Aquamouse Pokémon,50,800000,0.4,70,50,20,50,40,water,fairy,8.5,2,0
184,Azumarill,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,50,2560,70,420,75,Aquarabbit Pokémon,80,800000,0.8,100,50,60,80,50,water,fairy,28.5,2,0
185,Sudowoodo,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,5120,70,410,65,Imitation Pokémon,115,1000000,1.2,70,50,30,65,30,rock,,38,2,0
186,Politoed,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,500,45,Frog Pokémon,75,1059860,1.1,90,50,90,100,70,water,,33.9,2,0
187,Hoppip,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,35,5120,70,250,255,Cottonweed Pokémon,40,1059860,0.4,35,50,35,55,50,grass,flying,0.5,2,0
188,Skiploom,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,45,5120,70,340,120,Cottonweed Pokémon,50,1059860,0.6,55,50,45,65,80,grass,flying,1,2,0
189,Jumpluff,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,5120,70,460,45,Cottonweed Pokémon,70,1059860,0.8,75,50,55,95,110,grass,flying,3,2,0
190,Aipom,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,5120,70,360,45,Long Tail Pokémon,55,800000,0.8,55,50,40,55,85,normal,,11.5,2,0
191,Sunkern,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,5120,70,180,235,Seed Pokémon,30,1059860,0.3,30,50,30,30,30,grass,,1.8,2,0
192,Sunflora,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,425,120,Sun Pokémon,55,1059860,0.8,75,50,105,85,30,grass,,8.5,2,0
193,Yanma,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,65,5120,70,390,75,Clear Wing Pokémon,45,1000000,1.2,65,50,75,45,95,bug,flying,38,2,0
194,Wooper,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,45,5120,70,210,255,Water Fish Pokémon,45,1000000,0.4,55,50,25,25,15,water,ground,8.5,2,0
195,Quagsire,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,430,90,Water Fish Pokémon,85,1000000,1.4,95,50,65,65,35,water,ground,75,2,0
196,Espeon,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,8960,70,525,45,Sun Pokémon,60,1000000,0.9,65,88.1,130,95,110,psychic,,26.5,2,0
197,Umbreon,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,8960,35,525,45,Moonlight Pokémon,110,1000000,1,95,88.1,60,130,65,dark,,27,2,0
198,Murkrow,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,85,5120,35,405,30,Darkness Pokémon,42,1059860,0.5,60,50,85,42,91,dark,flying,2.1,2,0
199,Slowking,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,490,70,Royal Pokémon,80,1000000,2,95,50,100,110,30,water,psychic,79.5,2,0
200,Misdreavus,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,435,45,Screech Pokémon,60,800000,0.7,60,50,85,85,85,ghost,,1,2,0
201,Unown,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,72,10240,70,336,225,Symbol Pokémon,48,1000000,0.5,48,,72,48,48,psychic,,5,2,0
202,Wobbuffet,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,33,5120,70,405,45,Patient Pokémon,58,1000000,1.3,190,50,33,58,33,psychic,,28.5,2,0
203,Girafarig,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,80,5120,70,455,60,Long Neck Pokémon,65,1000000,1.5,70,50,90,65,85,normal,psychic,41.5,2,0
204,Pineco,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,65,5120,70,290,190,Bagworm Pokémon,90,1000000,0.6,50,50,35,35,15,bug,,7.2,2,0
205,Forretress,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,5120,70,465,75,Bagworm Pokémon,140,1000000,1.2,75,50,60,60,40,bug,steel,125.8,2,0
206,Dunsparce,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,5120,70,415,190,Land Snake Pokémon,70,1000000,1.5,100,50,65,65,45,normal,,14,2,0
207,Gligar,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,75,5120,70,430,60,Flyscorpion Pokémon,105,1059860,1.1,65,50,35,65,85,ground,flying,64.8,2,0
208,Steelix,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,125,6400,70,610,25,Iron Snake Pokémon,230,1000000,9.2,75,50,55,95,30,steel,ground,400,2,0
209,Snubbull,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,300,190,Fairy Pokémon,50,800000,0.6,60,24.6,40,40,30,fairy,,7.8,2,0
210,Granbull,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,5120,70,450,75,Fairy Pokémon,75,800000,1.4,90,24.6,60,60,45,fairy,,48.7,2,0
211,Qwilfish,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,95,5120,70,440,45,Balloon Pokémon,85,1000000,0.5,65,50,55,55,85,water,poison,3.9,2,0
212,Scizor,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,150,6400,70,600,25,Pincer Pokémon,140,1000000,1.8,70,50,65,100,75,bug,steel,118,2,0
213,Shuckle,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,10,5120,70,505,190,Mold Pokémon,230,1059860,0.6,20,50,10,230,5,bug,rock,20.5,2,0
214,Heracross,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,185,6400,70,600,45,Singlehorn Pokémon,115,1250000,1.5,80,50,40,105,75,bug,fighting,54,2,0
215,Sneasel,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,95,5120,35,430,60,Sharp Claw Pokémon,55,1059860,0.9,55,50,35,75,115,dark,ice,28,2,0
216,Teddiursa,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,330,120,Little Bear Pokémon,50,1000000,0.6,60,50,50,50,40,normal,,8.8,2,0
217,Ursaring,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,130,5120,70,500,60,Hibernator Pokémon,75,1000000,1.8,90,50,75,75,55,normal,,125.8,2,0
218,Slugma,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,40,5120,70,250,190,Lava Pokémon,40,1000000,0.7,40,50,70,40,20,fire,,35,2,0
219,Magcargo,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,50,5120,70,430,75,Lava Pokémon,120,1000000,0.8,60,50,90,80,30,fire,rock,55,2,0
220,Swinub,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,5120,70,250,225,Pig Pokémon,40,1250000,0.4,50,50,30,30,50,ice,ground,6.5,2,0
221,Piloswine,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,100,5120,70,450,75,Swine Pokémon,80,1250000,1.1,100,50,60,60,50,ice,ground,55.8,2,0
222,Corsola,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,55,5120,70,410,60,Coral Pokémon,95,800000,0.6,65,24.6,65,95,35,water,rock,5,2,0
223,Remoraid,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,300,190,Jet Pokémon,35,1000000,0.6,35,50,65,35,65,water,,12,2,0
224,Octillery,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,480,75,Jet Pokémon,75,1000000,0.9,75,50,105,75,45,water,,28.5,2,0
225,Delibird,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,55,5120,70,330,45,Delivery Pokémon,45,800000,0.9,45,50,65,45,75,ice,flying,16,2,0
226,Mantine,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,40,6400,70,485,25,Kite Pokémon,70,1250000,2.1,85,50,80,140,70,water,flying,220,2,0
227,Skarmory,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,80,6400,70,465,25,Armor Bird Pokémon,140,1250000,1.7,65,50,40,70,70,steel,flying,50.5,2,0
228,Houndour,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,60,5120,35,330,120,Dark Pokémon,30,1250000,0.6,45,50,80,50,65,dark,fire,10.8,2,0
229,Houndoom,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,90,5120,35,600,45,Dark Pokémon,90,1250000,1.4,75,50,140,90,115,dark,fire,35,2,0
230,Kingdra,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,95,5120,70,540,45,Dragon Pokémon,95,1000000,1.8,75,50,95,95,85,water,dragon,152,2,0
231,Phanpy,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,5120,70,330,120,Long Nose Pokémon,60,1000000,0.5,90,50,40,40,40,ground,,33.5,2,0
232,Donphan,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,5120,70,500,60,Armor Pokémon,120,1000000,1.1,90,50,60,60,50,ground,,120,2,0
233,Porygon2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,515,45,Virtual Pokémon,90,1000000,0.6,85,,105,95,60,normal,,32.5,2,0
234,Stantler,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,5120,70,465,45,Big Horn Pokémon,62,1250000,1.4,73,50,85,65,85,normal,,71.2,2,0
235,Smeargle,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,20,5120,70,250,45,Painter Pokémon,35,800000,1.2,55,50,20,45,75,normal,,58,2,0
236,Tyrogue,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,35,6400,70,210,75,Scuffle Pokémon,35,1000000,0.7,35,100,35,35,35,fighting,,21,2,0
237,Hitmontop,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,6400,70,455,45,Handstand Pokémon,95,1000000,1.4,50,100,35,110,70,fighting,,48,2,0
238,Smoochum,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,30,6400,70,305,45,Kiss Pokémon,15,1000000,0.4,45,0,85,65,65,ice,psychic,6,2,0
239,Elekid,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,6400,70,360,45,Electric Pokémon,37,1000000,0.6,45,75.4,65,55,95,electric,,23.5,2,0
240,Magby,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,6400,70,365,45,Live Coal Pokémon,37,1000000,0.7,45,75.4,70,55,83,fire,,21.4,2,0
241,Miltank,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,490,45,Milk Cow Pokémon,105,1250000,1.2,95,0,40,70,100,normal,,75.5,2,0
242,Blissey,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10,10240,140,540,30,Happiness Pokémon,10,800000,1.5,255,0,75,135,55,normal,,46.8,2,0
243,Raikou,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,20480,35,580,3,Thunder Pokémon,75,1250000,1.9,90,,115,100,115,electric,,178,2,1
244,Entei,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,115,20480,35,580,3,Volcano Pokémon,85,1250000,2.1,115,,90,75,100,fire,,198,2,1
245,Suicune,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,20480,35,580,3,Aurora Pokémon,115,1250000,2,100,,90,115,85,water,,187,2,1
246,Larvitar,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,64,10240,35,300,45,Rock Skin Pokémon,50,1250000,0.6,50,50,45,50,41,rock,ground,72,2,0
247,Pupitar,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,84,10240,35,410,45,Hard Shell Pokémon,70,1250000,1.2,70,50,65,70,51,rock,ground,152,2,0
248,Tyranitar,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,164,10240,35,700,45,Armor Pokémon,150,1250000,2,100,50,95,120,71,rock,dark,202,2,0
249,Lugia,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,90,30720,0,680,3,Diving Pokémon,130,1250000,5.2,106,,90,154,110,psychic,flying,216,2,1
250,Ho-Oh,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,130,30720,0,680,3,Rainbow Pokémon,90,1250000,3.8,106,,110,154,90,fire,flying,199,2,1
251,Celebi,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,100,30720,100,600,45,Time Travel Pokémon,100,1059860,0.6,100,,100,100,100,psychic,grass,5,2,1
252,Treecko,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,310,45,Wood Gecko Pokémon,35,1059860,0.5,40,88.1,65,55,70,grass,,5,3,0
253,Grovyle,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,405,45,Wood Gecko Pokémon,45,1059860,0.9,50,88.1,85,65,95,grass,,21.6,3,0
254,Sceptile,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,5120,70,630,45,Forest Pokémon,75,1059860,1.7,70,88.1,145,85,145,grass,,52.2,3,0
255,Torchic,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,60,5120,70,310,45,Chick Pokémon,40,1059860,0.4,45,88.1,70,50,45,fire,,2.5,3,0
256,Combusken,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,85,5120,70,405,45,Young Fowl Pokémon,60,1059860,0.9,60,88.1,85,60,55,fire,fighting,19.5,3,0
257,Blaziken,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,160,5120,70,630,45,Blaze Pokémon,80,1059860,1.9,80,88.1,130,80,100,fire,fighting,52,3,0
258,Mudkip,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,5120,70,310,45,Mud Fish Pokémon,50,1059860,0.4,50,88.1,50,50,40,water,,7.6,3,0
259,Marshtomp,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,405,45,Mud Fish Pokémon,70,1059860,0.7,70,88.1,60,70,50,water,ground,28,3,0
260,Swampert,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,150,5120,70,635,45,Mud Fish Pokémon,110,1059860,1.5,100,88.1,95,110,70,water,ground,81.9,3,0
261,Poochyena,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,55,3840,70,220,255,Bite Pokémon,35,1000000,0.5,35,50,30,30,35,dark,,13.6,3,0
262,Mightyena,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,3840,70,420,127,Bite Pokémon,70,1000000,1,70,50,60,60,70,dark,,37,3,0
